Station,Date,Depth,NITRITE,NITRATE+NIT,AMMONIA,SILICATE,PHOSPHATE,Frozen,Filtered,QC
L4,14/08/2012,50,0.11,0.59,2.32,3.86,0.3,n,n,y
L4,20/08/2012,0,0.1,0.88,1.32,2.01,0.17,n,y,y
L4,20/08/2012,0,0.1,0.91,1.28,2,0.17,n,y,y
L4,20/08/2012,10,0.05,0.36,1.43,1.13,0.13,n,y,y
L4,20/08/2012,10,0.05,0.36,1.41,1.13,0.12,n,y,y
L4,20/08/2012,25,0.09,0.42,2.24,2.03,0.25,n,y,y
L4,20/08/2012,25,0.09,0.43,,2.05,0.26,n,y,y
L4,20/08/2012,50,0.15,0.79,3.16,4.02,0.36,n,y,y
L4,20/08/2012,50,0.15,0.78,3.09,4.03,0.36,n,y,y
L4,20/08/2012,0,0.09,1,1.12,1.94,0.15,n,n,y
L4,20/08/2012,0,0.09,1.01,1.12,1.94,0.15,n,n,y
L4,20/08/2012,10,0.05,0.38,1.31,1.09,0.12,n,n,y
L4,20/08/2012,10,0.05,0.38,1.31,1.09,0.12,n,n,y
L4,20/08/2012,25,0.08,0.45,2.17,2.03,0.25,n,n,y
L4,20/08/2012,25,0.08,0.45,2.18,2.03,0.25,n,n,y
L4,20/08/2012,50,0.14,0.79,2.63,3.93,0.36,n,n,y
L4,20/08/2012,50,0.14,0.8,2.61,3.93,0.36,n,n,y
L4,03/09/2012,0,0.17,,0.87,3.1,0.17,n,y,y
L4,03/09/2012,0,0.17,,0.79,3.11,0.17,n,y,y
L4,03/09/2012,10,0.16,,0.82,2.52,0.17,n,y,y
L4,03/09/2012,10,0.16,,0.8,2.51,0.17,n,y,y
L4,03/09/2012,25,0.4,,2.49,3.09,0.33,n,y,y
L4,03/09/2012,25,0.4,,2.49,3.09,0.33,n,y,y
L4,03/09/2012,50,0.4,,2.6,3.18,0.34,n,y,y
L4,03/09/2012,50,0.4,,2.63,3.19,0.34,n,y,y
L4,03/09/2012,0,0.17,,0.63,3.05,0.14,n,n,y
L4,03/09/2012,0,0.17,,0.63,3.04,0.14,n,n,y
L4,03/09/2012,10,0.16,,0.71,2.48,0.14,n,n,y
L4,03/09/2012,10,0.16,,0.68,2.48,0.15,n,n,y
L4,03/09/2012,25,0.4,,2.42,3.05,0.31,n,n,y
L4,03/09/2012,25,0.4,,2.38,3.05,0.31,n,n,y
L4,03/09/2012,50,0.4,,2.52,3.19,0.33,n,n,y
L4,03/09/2012,50,0.4,,2.55,3.2,0.33,n,n,y
L4,10/09/2012,0,0.02,0.03,0.8,1.87,0.11,y,y,y
L4,10/09/2012,0,0.02,0.03,0.79,1.87,0.11,y,y,y
L4,10/09/2012,10,0.03,0.05,0.71,1.83,0.12,y,y,y
L4,10/09/2012,10,0.03,0.05,0.72,1.83,0.12,y,y,y
L4,10/09/2012,25,0.53,0.64,1.4,2.48,0.23,y,y,y
L4,10/09/2012,25,0.53,0.64,1.41,2.49,0.23,y,y,y
L4,10/09/2012,50,0.65,1.03,1.8,3.55,0.3,y,y,y
L4,10/09/2012,50,0.65,1.02,1.81,3.53,0.3,y,y,y
L4,10/09/2012,0,0.02,0.03,0.62,1.88,0.13,y,n,y
L4,10/09/2012,0,0.02,0.03,0.6,1.94,0.16,y,n,y
L4,10/09/2012,10,0.02,0.03,0.56,1.82,0.1,y,n,y
L4,10/09/2012,10,0.02,0.03,0.52,1.8,0.1,y,n,y
L4,10/09/2012,25,0.53,0.63,1.33,2.49,0.22,y,n,y
L4,10/09/2012,25,0.53,0.64,,2.49,0.22,y,n,y
L4,10/09/2012,50,0.65,1.02,1.69,3.55,0.3,y,n,y
L4,10/09/2012,50,0.65,1.02,1.71,3.55,0.3,y,n,y
L4,17/09/2012,0,0.02,0.07,0.79,0.31,0.09,y,y,y
L4,17/09/2012,0,0.02,0.07,0.75,0.31,0.08,y,y,y
L4,17/09/2012,10,0.02,0.05,0.71,0.29,0.08,y,y,y
L4,17/09/2012,10,0.02,0.05,0.71,0.29,0.08,y,y,y
L4,17/09/2012,25,0.03,0.04,0.69,0.27,0.08,y,y,y
L4,17/09/2012,25,0.03,0.04,0.73,0.27,0.08,y,y,y
L4,17/09/2012,50,1.74,2.66,1.29,4.29,0.39,y,y,y
L4,17/09/2012,50,1.74,2.66,1.28,4.3,0.39,y,y,y
L4,17/09/2012,0,0.02,0.05,0.53,0.29,0.07,y,n,y
L4,17/09/2012,0,0.02,0.03,0.55,0.3,0.09,y,n,y
L4,17/09/2012,10,0.02,0.02,0.56,0.3,0.08,y,n,y
L4,17/09/2012,10,0.02,0.02,0.58,0.3,0.09,y,n,y
L4,17/09/2012,25,0.03,0.05,0.57,0.27,0.09,y,n,y
L4,17/09/2012,25,0.03,0.04,0.55,0.27,0.09,y,n,y
L4,17/09/2012,50,1.75,2.67,1.24,4.33,0.43,y,n,y
L4,17/09/2012,50,1.76,2.68,1.23,4.31,0.41,y,n,y
L4,26/09/2012,0,0.45,1.27,1.07,2.18,0.24,n,y,y
L4,26/09/2012,0,0.45,1.27,0.91,2.17,0.25,n,y,y
L4,26/09/2012,10,0.47,1.34,0.8,2.15,0.26,n,y,y
L4,26/09/2012,10,0.47,1.34,0.82,2.15,0.26,n,y,y
L4,26/09/2012,25,0.47,1.45,0.73,2.13,0.26,n,y,y
L4,26/09/2012,25,0.47,1.44,0.74,2.12,0.26,n,y,y
L4,26/09/2012,50,0.38,1.88,0.72,2.41,0.3,n,y,y
L4,26/09/2012,50,0.38,1.88,0.77,2.43,0.3,n,y,y
L4,26/09/2012,0,0.45,1.28,0.57,2.13,0.22,n,n,y
L4,26/09/2012,0,0.45,1.29,0.55,2.13,0.22,n,n,y
L4,26/09/2012,10,0.46,1.34,0.56,2.11,0.24,n,n,y
L4,26/09/2012,10,0.46,1.34,0.57,2.11,0.24,n,n,y
L4,26/09/2012,25,0.46,1.4,0.54,2.14,0.24,n,n,y
L4,26/09/2012,25,0.46,1.41,0.52,2.14,0.24,n,n,y
L4,26/09/2012,50,0.36,1.96,0.66,2.49,0.29,n,n,y
L4,26/09/2012,50,0.36,1.96,0.64,2.49,0.29,n,n,y
L4,08/10/2012,0,0.58,2.08,0.45,2.03,0.31,y,y,y
L4,08/10/2012,0,0.59,2.06,,2.07,0.31,y,y,y
L4,08/10/2012,10,0.48,1.87,0.39,1.92,0.28,y,y,y
L4,08/10/2012,10,0.48,1.87,0.43,1.92,0.28,y,y,y
L4,08/10/2012,25,0.53,2.14,0.33,2.1,0.28,y,y,y
L4,08/10/2012,25,0.53,2.14,0.33,2.1,0.28,y,y,y
L4,08/10/2012,50,0.57,2.31,0.47,2.44,0.33,y,y,y
L4,08/10/2012,50,0.57,2.3,0.47,2.42,0.33,y,y,y
L4,08/10/2012,0,0.46,1.73,0.17,1.84,0.25,y,n,y
L4,08/10/2012,0,0.46,1.73,,1.86,0.25,y,n,y
L4,08/10/2012,10,0.52,2.06,0.28,2.06,0.3,y,n,y
L4,08/10/2012,10,0.52,2.04,0.29,2.05,0.3,y,n,y
L4,08/10/2012,25,0.65,2.64,0.18,2.54,0.36,y,n,y
L4,08/10/2012,25,0.65,2.64,0.19,2.49,0.36,y,n,y
L4,08/10/2012,50,0.5,2.04,0.26,2.07,0.27,y,n,y
L4,08/10/2012,50,0.5,2.02,0.27,2.06,0.27,y,n,y
L4,15/10/2012,0,1.12,5.8,0.14,3.81,0.39,y,y,y
L4,15/10/2012,0,1.1,5.73,0.14,3.81,0.39,y,y,y
L4,15/10/2012,10,,,,,,y,y,y
L4,15/10/2012,10,,,,,,y,y,y
L4,15/10/2012,25,1.04,3.4,0.29,2.51,0.33,y,y,y
L4,15/10/2012,25,1.04,3.35,0.3,2.52,0.35,y,y,y
L4,15/10/2012,50,1.26,4.42,0.56,3.15,0.45,y,y,y
L4,15/10/2012,50,1.26,4.43,0.53,3.14,0.45,y,y,y
L4,15/10/2012,0,1.11,5.9,0.21,3.35,0.32,y,n,y
L4,15/10/2012,0,,5.91,0.21,3.35,0.32,y,n,y
L4,15/10/2012,10,,,,,,y,n,y
L4,15/10/2012,10,,,,,,y,n,y
L4,15/10/2012,25,0.93,3.01,0.15,2.5,0.31,y,n,y
L4,15/10/2012,25,0.93,3.01,0.13,2.49,0.31,y,n,y
L4,15/10/2012,50,0.94,3.02,,2.5,0.31,y,n,y
L4,15/10/2012,50,0.94,3.02,,2.5,0.31,y,n,y
L4,22/10/2012,0,0.92,3.08,,2.69,0.32,n,y,y
L4,22/10/2012,0,0.92,3.09,0.14,2.67,0.31,n,y,y
L4,22/10/2012,10,0.9,3.07,,2.65,0.31,n,y,y
L4,22/10/2012,10,0.9,3.06,0.14,2.65,0.31,n,y,y
L4,22/10/2012,25,0.85,2.95,,2.57,0.31,n,y,y
L4,22/10/2012,25,0.85,2.95,0.25,2.59,0.31,n,y,y
L4,22/10/2012,50,0.78,2.85,0.35,2.55,0.31,n,y,y
L4,22/10/2012,50,0.78,2.85,0.34,2.55,0.31,n,y,y
L4,22/10/2012,0,0.94,3.14,,2.66,0.3,n,n,y
L4,22/10/2012,0,0.94,3.14,0.24,2.66,0.3,n,n,y
L4,22/10/2012,10,0.93,3.12,0.28,2.61,0.3,n,n,y
L4,22/10/2012,10,0.93,3.12,0.28,2.61,0.3,n,n,y
L4,22/10/2012,25,0.88,3,,2.56,0.29,n,n,y
L4,22/10/2012,25,0.88,3,0.3,2.56,0.29,n,n,y
L4,22/10/2012,50,0.81,2.89,0.31,2.56,0.3,n,n,y
L4,22/10/2012,50,0.81,2.9,0.3,2.55,0.3,n,n,y
L4,30/10/2012,0,1.02,4.14,0.8,3.82,0.33,n,y,y
L4,30/10/2012,0,1.02,4.17,0.8,3.81,0.33,n,y,y
L4,30/10/2012,10,1.03,4.16,0.05,3.76,0.34,n,y,y
L4,30/10/2012,10,1.03,4.16,0.05,3.74,0.34,n,y,y
L4,30/10/2012,25,1.04,4.18,0.07,3.71,0.34,n,y,y
L4,30/10/2012,25,1.04,4.18,0.07,3.71,0.34,n,y,y
L4,30/10/2012,50,1.04,4.17,0.18,3.72,0.34,n,y,y
L4,30/10/2012,50,1.04,4.17,0.16,3.71,0.34,n,y,y
L4,30/10/2012,0,1.03,4.15,0.5,3.71,0.34,n,n,y
L4,30/10/2012,0,1.03,4.15,0.48,3.7,0.34,n,n,y
L4,30/10/2012,10,1.04,4.16,0.21,3.69,0.34,n,n,y
L4,30/10/2012,10,1.04,4.16,0.24,3.68,0.34,n,n,y
L4,30/10/2012,25,1.05,4.17,0.09,3.65,0.35,n,n,y
L4,30/10/2012,25,1.05,4.17,0.1,3.65,0.35,n,n,y
L4,30/10/2012,50,1.05,4.17,0.04,3.66,0.35,n,n,y
L4,30/10/2012,50,1.05,4.17,0.04,3.65,0.35,n,n,y
L4,07/11/2012,0,0.85,6.55,0.11,4.67,0.38,n,y,y
L4,07/11/2012,0,0.85,6.57,0.12,4.66,0.37,n,y,y
L4,07/11/2012,10,0.84,6.23,0.07,4.46,0.37,n,y,y
L4,07/11/2012,10,0.84,6.23,0.07,4.46,0.37,n,y,y
L4,07/11/2012,25,0.78,4.56,0.05,3.62,0.34,n,y,y
L4,07/11/2012,25,0.78,4.56,0.05,3.6,0.34,n,y,y
L4,07/11/2012,50,0.85,4.65,0.04,3.65,0.35,n,y,y
L4,07/11/2012,50,0.86,4.65,0.05,3.65,0.35,n,y,y
L4,07/11/2012,0,0.86,6.6,0.09,4.67,0.38,n,n,y
L4,07/11/2012,0,0.86,6.62,0.08,4.68,0.38,n,n,y
L4,07/11/2012,10,0.85,6.31,0.02,4.52,0.39,n,n,y
L4,07/11/2012,10,0.85,6.31,0.02,4.51,0.39,n,n,y
L4,07/11/2012,25,0.78,4.7,0.02,3.69,0.36,n,n,y
L4,07/11/2012,25,0.78,4.71,0.02,3.69,0.36,n,n,y
L4,07/11/2012,50,0.86,4.8,0.01,3.79,0.36,n,n,y
L4,07/11/2012,50,0.86,4.81,0.01,3.79,0.36,n,n,y
L4,14/11/2012,0,0.53,4.69,0.1,4.06,0.37,n,y,y
L4,14/11/2012,0,0.54,4.76,0.15,4.05,0.37,n,y,y
L4,14/11/2012,10,0.52,4.69,0.09,4.03,0.37,n,y,y
L4,14/11/2012,10,0.52,4.68,0.08,4.03,0.37,n,y,y
L4,14/11/2012,25,0.53,4.71,0.11,4.05,0.38,n,y,y
L4,14/11/2012,25,0.52,4.7,0.12,4.05,0.38,n,y,y
L4,14/11/2012,50,0.53,4.77,0.17,4.05,0.39,n,y,y
L4,14/11/2012,50,0.53,4.77,0.17,4.05,0.39,n,y,y
L4,14/11/2012,0,0.49,4.68,0.06,4.03,0.37,n,n,y
L4,14/11/2012,0,0.49,4.7,0.05,4.01,0.37,n,n,y
L4,14/11/2012,10,0.48,4.69,0.04,4,0.38,n,n,y
L4,14/11/2012,10,0.48,4.69,0.04,4,0.38,n,n,y
L4,14/11/2012,25,0.48,4.7,0.07,3.99,0.38,n,n,y
L4,14/11/2012,25,0.48,4.7,0.06,3.99,0.38,n,n,y
L4,14/11/2012,50,0.49,4.71,0.08,3.99,0.38,n,n,y
L4,14/11/2012,50,0.49,4.71,0.08,3.99,0.38,n,n,y
L4,28/11/2012,0,0.21,8.9,0.22,5.96,0.47,n,y,y
L4,28/11/2012,0,0.21,8.9,0.2,5.96,0.47,n,y,y
L4,28/11/2012,10,0.16,6.75,0.09,5.03,0.45,n,y,y
L4,28/11/2012,10,0.16,6.76,0.09,5.02,0.45,n,y,y
L4,28/11/2012,25,0.08,5.51,0.08,4.84,0.45,n,y,y
L4,28/11/2012,25,0.08,5.49,0.07,4.82,0.45,n,y,y
L4,28/11/2012,50,0.1,4.74,0.09,4.36,0.43,n,y,y
L4,28/11/2012,50,0.1,4.74,0.08,4.36,0.43,n,y,y
L4,28/11/2012,0,0.21,8.87,,5.88,0.48,n,n,y
L4,28/11/2012,0,0.21,8.87,,5.86,0.49,n,n,y
L4,28/11/2012,10,0.15,6.76,,4.94,0.47,n,n,y
L4,28/11/2012,10,0.15,6.73,,4.93,0.46,n,n,y
L4,28/11/2012,25,0.08,5.49,,4.71,0.46,n,n,y
L4,28/11/2012,25,0.08,5.5,,4.72,0.46,n,n,y
L4,28/11/2012,50,0.1,4.71,,4.31,0.43,n,n,y
L4,28/11/2012,50,0.1,4.73,,4.32,0.43,n,n,y
L4,05/12/2012,0,0.15,6.63,0.08,4.79,0.45,n,y,y
L4,05/12/2012,0,0.15,6.64,0.08,4.79,0.45,n,y,y
L4,05/12/2012,10,0.1,4.5,0.06,3.88,0.41,n,y,y
L4,05/12/2012,10,0.1,4.49,0.07,3.88,0.41,n,y,y
L4,05/12/2012,25,0.16,6.99,0.1,4.9,0.45,n,y,y
L4,05/12/2012,25,0.16,7,0.1,4.89,0.45,n,y,y
L4,05/12/2012,50,0.16,6.98,0.1,4.88,0.46,n,y,y
L4,05/12/2012,50,0.16,6.98,0.09,4.87,0.46,n,y,y
L4,05/12/2012,0,0.14,6.63,0.09,4.76,0.43,n,n,y
L4,05/12/2012,0,0.14,6.66,0.07,4.76,0.43,n,n,y
L4,05/12/2012,10,0.1,4.53,0.05,3.87,0.39,n,n,y
L4,05/12/2012,10,0.1,4.53,0.06,3.86,0.39,n,n,y
L4,05/12/2012,25,0.15,7,0.15,4.86,0.44,n,n,y
L4,05/12/2012,25,0.15,7.02,0.11,4.88,0.44,n,n,y
L4,05/12/2012,50,0.15,6.98,,4.86,0.45,n,n,y
L4,05/12/2012,50,0.15,6.99,0.08,4.86,0.45,n,n,y
L4,10/12/2012,0,0.15,6.56,,5.48,0.42,n,y,y
L4,10/12/2012,0,0.15,6.6,,5.48,0.42,n,y,y
L4,10/12/2012,10,0.15,6.47,,5.43,0.43,n,y,y
L4,10/12/2012,10,0.15,6.48,,5.43,0.43,n,y,y
L4,10/12/2012,25,0.07,5.05,,4.89,0.41,n,y,y
L4,10/12/2012,25,0.07,5.07,,4.89,0.41,n,y,y
L4,10/12/2012,50,0.07,5.09,,4.97,0.42,n,y,y
L4,10/12/2012,50,0.07,5.1,,4.97,0.42,n,y,y
L4,10/12/2012,0,0.16,6.59,0.34,5.54,0.44,n,n,y
L4,10/12/2012,0,0.16,6.59,0.34,5.54,0.44,n,n,y
L4,10/12/2012,10,0.16,6.41,0.26,5.47,0.44,n,n,y
L4,10/12/2012,10,0.16,6.42,0.27,5.46,0.44,n,n,y
L4,10/12/2012,25,0.08,4.96,0.14,4.94,0.43,n,n,y
L4,10/12/2012,25,0.08,4.96,0.16,4.94,0.43,n,n,y
L4,10/12/2012,50,0.08,4.94,0.1,5.01,0.42,n,n,y
L4,10/12/2012,50,0.08,4.94,0.1,5.02,0.43,n,n,y
L4,18/12/2012,0,0.18,6.85,,5.52,0.48,n,n,y
L4,18/12/2012,0,0.18,6.97,,5.52,0.48,n,n,y
L4,18/12/2012,10,0.18,6.74,,5.35,0.48,n,n,y
L4,18/12/2012,10,0.18,6.8,,5.35,0.48,n,n,y
L4,18/12/2012,25,0.13,6.16,,5.04,0.46,n,n,y
L4,18/12/2012,25,0.13,6.16,,5.05,0.46,n,n,y
L4,18/12/2012,50,0.1,5.78,,4.89,0.45,n,n,y
L4,18/12/2012,50,0.1,5.77,,4.89,0.45,n,n,y
L4,18/12/2012,0,0.16,7.19,,5.45,0.46,n,y,y
L4,18/12/2012,0,0.16,7.18,,5.45,0.46,n,y,y
L4,18/12/2012,10,0.16,6.88,,5.26,0.45,n,y,y
L4,18/12/2012,10,0.16,6.86,,5.23,0.45,n,y,y
L4,18/12/2012,25,0.11,6.19,,5,0.44,n,y,y
L4,18/12/2012,25,0.11,6.2,,4.99,0.44,n,y,y
L4,18/12/2012,50,0.08,5.86,,4.96,0.44,n,y,y
L4,18/12/2012,50,0.08,5.8,,4.91,0.44,n,y,y
L4,09/01/2013,0,0.11,8.43,,5.33,0.56,n,n,y
L4,09/01/2013,0,0.11,8.4,,5.32,0.56,n,n,y
L4,09/01/2013,10,0.11,8.43,0.8,5.33,0.56,n,n,y
L4,09/01/2013,10,0.11,8.4,0.8,5.32,0.56,n,n,y
L4,09/01/2013,25,0.07,7.1,0.77,4.46,0.55,n,n,y
L4,09/01/2013,25,0.07,7.11,0.77,4.46,0.55,n,n,y
L4,09/01/2013,50,0.08,7.31,0.77,4.62,0.54,n,n,y
L4,09/01/2013,50,0.08,7.3,0.76,4.6,0.54,n,n,y
L4,09/01/2013,0,0.08,8.45,,5.21,0.51,n,y,y
L4,09/01/2013,0,0.08,8.46,,5.2,0.51,n,y,y
L4,09/01/2013,10,0.08,8.45,0.76,5.21,0.51,n,y,y
L4,09/01/2013,10,0.08,8.46,0.76,5.2,0.51,n,y,y
L4,09/01/2013,25,0.05,7.21,0.76,4.4,0.52,n,y,y
L4,09/01/2013,25,0.05,7.21,0.75,4.39,0.52,n,y,y
L4,09/01/2013,50,0.06,7.35,0.74,4.52,0.51,n,y,y
L4,09/01/2013,50,0.06,7.35,0.73,4.52,0.51,n,y,y
L4,14/01/2013,0,0.06,7.11,0.7,4.7,0.52,n,n,y
L4,14/01/2013,0,0.06,7.13,0.7,4.71,0.52,n,n,y
L4,14/01/2013,10,0.05,7.11,0.7,4.67,0.51,n,n,y
L4,14/01/2013,10,0.05,7.11,0.68,4.66,0.51,n,n,y
L4,14/01/2013,25,0.05,7.11,0.69,4.67,0.52,n,n,y
L4,14/01/2013,25,0.05,7.11,0.68,4.67,0.52,n,n,y
L4,14/01/2013,50,0.05,7.12,0.71,4.67,0.52,n,n,y
L4,14/01/2013,50,0.05,7.15,0.71,4.69,0.52,n,n,y
L4,14/01/2013,0,0.05,7.21,0.7,4.69,0.5,n,y,y
L4,14/01/2013,0,0.05,7.22,0.69,4.69,0.5,n,y,y
L4,14/01/2013,10,0.04,7.17,0.73,4.65,0.5,n,y,y
L4,14/01/2013,10,0.04,7.18,0.71,4.65,0.5,n,y,y
L4,14/01/2013,25,0.06,7.18,0.69,4.7,0.52,n,y,y
L4,14/01/2013,25,0.06,7.18,0.69,4.7,0.52,n,y,y
L4,14/01/2013,50,0.06,7.2,0.68,4.69,0.52,n,y,y
L4,14/01/2013,50,0.06,7.2,0.67,4.69,0.52,n,y,y
L4,21/01/2013,0,0.07,6.95,0.46,4.96,0.51,n,n,y
L4,21/01/2013,0,0.07,6.98,0.46,4.96,0.5,n,n,y
L4,21/01/2013,10,0.07,7.01,0.45,4.91,0.5,n,n,y
L4,21/01/2013,10,0.07,7.02,0.45,4.91,0.5,n,n,y
L4,21/01/2013,25,0.07,7.01,0.46,4.89,0.5,n,n,y
L4,21/01/2013,25,0.07,7,0.48,4.89,0.5,n,n,y
L4,21/01/2013,50,0.07,6.76,0.46,4.61,0.49,n,n,y
L4,21/01/2013,50,0.07,6.77,0.46,4.6,0.49,n,n,y
L4,21/01/2013,0,0.07,7.05,0.47,4.92,0.49,n,y,y
L4,21/01/2013,0,0.07,7.08,0.47,4.92,0.49,n,y,y
L4,21/01/2013,10,0.07,7.14,0.48,4.88,0.5,n,y,y
L4,21/01/2013,10,0.07,7.15,0.46,4.89,0.49,n,y,y
L4,21/01/2013,25,0.06,7.01,0.46,4.78,0.49,n,y,y
L4,21/01/2013,25,0.06,6.99,0.46,4.79,0.49,n,y,y
L4,21/01/2013,50,0.07,6.8,0.43,4.55,0.49,n,y,y
L4,21/01/2013,50,0.07,6.8,0.47,4.57,0.49,n,y,y
L4,11/02/2013,0,0.22,9.52,0.09,5.8,0.53,n,n,y
L4,11/02/2013,0,0.22,9.47,0.09,5.8,0.53,n,n,y
L4,11/02/2013,10,0.17,8.51,0.09,5.29,0.52,n,n,y
L4,11/02/2013,10,0.17,8.51,0.08,5.29,0.52,n,n,y
L4,11/02/2013,25,0.16,7.93,0,5.01,0.52,n,n,y
L4,11/02/2013,25,0.16,7.93,0,5.01,0.52,n,n,y
L4,11/02/2013,50,0.14,7.64,0.05,4.87,0.51,n,n,y
L4,11/02/2013,50,0.14,7.64,0.04,4.87,0.51,n,n,y
L4,11/02/2013,0,0.2,9.56,,5.76,0.51,n,y,y
L4,11/02/2013,0,0.2,9.56,0.06,5.75,0.51,n,y,y
L4,11/02/2013,10,0.16,8.59,0.05,5.28,0.5,n,y,y
L4,11/02/2013,10,0.16,8.58,0.06,5.27,0.5,n,y,y
L4,11/02/2013,25,0.16,7.97,0,5,0.52,n,y,y
L4,11/02/2013,25,0.16,7.97,0,5,0.52,n,y,y
L4,11/02/2013,50,0.13,7.66,0,4.83,0.49,n,y,y
L4,11/02/2013,50,0.13,7.67,0,4.83,0.49,n,y,y
L4,19/02/2013,0,0.18,7.94,0.14,4.94,0.57,n,n,y
L4,19/02/2013,0,0.18,7.93,0.14,4.93,0.57,n,n,y
L4,19/02/2013,10,0.49,8.5,0.16,4.97,0.65,n,n,y
L4,19/02/2013,10,0.49,8.48,0.19,4.97,0.65,n,n,y
L4,19/02/2013,25,0.18,7.71,0.14,4.72,0.57,n,n,y
L4,19/02/2013,25,0.18,7.7,0.14,4.73,0.57,n,n,y
L4,19/02/2013,50,0.17,7.16,0.11,4.28,0.54,n,n,y
L4,19/02/2013,50,0.17,7.18,0.11,4.29,0.54,n,n,y
L4,19/02/2013,0,0.18,7.91,,4.89,0.56,n,y,y
L4,19/02/2013,0,0.18,7.93,,4.89,0.56,n,y,y
L4,19/02/2013,10,0.49,8.42,0.16,4.93,0.64,n,y,y
L4,19/02/2013,10,0.49,8.43,0.15,4.94,0.64,n,y,y
L4,19/02/2013,25,0.18,7.71,0.13,4.7,0.56,n,y,y
L4,19/02/2013,25,0.18,7.67,0.11,4.69,0.56,n,y,y
L4,19/02/2013,50,0.18,7.11,0.12,4.24,0.54,n,y,y
L4,19/02/2013,50,0.18,7.11,0.12,4.24,0.54,n,y,y
L4,25/02/2013,0,0.19,8.16,0.09,5.99,0.51,n,n,y
L4,25/02/2013,0,0.19,8.19,0.09,5.95,0.51,n,n,y
L4,25/02/2013,10,0.19,8.36,0.09,5.91,0.53,n,n,y
L4,25/02/2013,10,0.19,8.37,0.09,5.91,0.52,n,n,y
L4,25/02/2013,25,0.19,8.08,0.1,5.63,0.54,n,n,y
L4,25/02/2013,25,0.19,8.07,0.1,5.63,0.54,n,n,y
L4,25/02/2013,50,0.21,7.9,0.08,5.16,0.53,n,n,y
L4,25/02/2013,50,0.21,7.92,0.08,5.17,0.53,n,n,y
L4,25/02/2013,0,0.19,8.22,0.1,5.72,0.51,n,y,y
L4,25/02/2013,0,0.19,8.22,0.12,5.71,0.51,n,y,y
L4,25/02/2013,10,0.19,8.34,0.08,5.68,0.51,n,y,y
L4,25/02/2013,10,0.19,8.33,0.08,5.68,0.51,n,y,y
L4,25/02/2013,25,0.19,8.03,0.1,5.35,0.53,n,y,y
L4,25/02/2013,25,0.19,8.03,0.1,5.34,0.53,n,y,y
L4,25/02/2013,50,0.21,7.82,0.1,4.94,0.53,n,y,y
L4,25/02/2013,50,0.21,7.82,0.09,4.94,0.53,n,y,y
L4,13/03/2013,0,0.18,6.63,0.26,4.12,0.43,n,n,y
L4,13/03/2013,0,0.18,6.63,0.25,4.12,0.43,n,n,y
L4,13/03/2013,10,,,,,,n,n,y
L4,13/03/2013,10,,,,,,n,n,y
L4,13/03/2013,25,0.18,6.66,0.21,4.1,0.44,n,n,y
L4,13/03/2013,25,0.18,6.68,0.2,4.12,0.44,n,n,y
L4,13/03/2013,50,0.17,6.57,0.17,4.06,0.43,n,n,y
L4,13/03/2013,50,0.17,6.58,0.17,4.06,0.43,n,n,y
L4,13/03/2013,0,0.18,6.63,0.31,4.08,0.42,n,y,y
L4,13/03/2013,0,0.18,6.65,0.3,4.08,0.42,n,y,y
L4,13/03/2013,10,,,,,,n,y,y
L4,13/03/2013,10,,,,,,n,y,y
L4,13/03/2013,25,0.17,6.67,,4.08,0.43,n,y,y
L4,13/03/2013,25,0.17,6.68,0.31,4.09,0.43,n,y,y
L4,13/03/2013,50,0.17,6.58,0.33,4.05,0.42,n,y,y
L4,13/03/2013,50,0.17,6.58,0.29,4.05,0.42,n,y,y
L4,19/03/2013,0,0.19,7.94,0.36,5.13,0.5,n,n,y
L4,19/03/2013,0,0.19,7.95,0.34,5.12,0.5,n,n,y
L4,19/03/2013,10,0.17,7.07,0.16,4.63,0.52,n,n,y
L4,19/03/2013,10,0.17,7.06,0.17,4.63,0.52,n,n,y
L4,19/03/2013,25,0.19,7.17,0.27,4.5,0.49,n,n,y
L4,19/03/2013,25,0.19,7.17,0.27,4.51,0.49,n,n,y
L4,19/03/2013,50,0.19,6.85,0.29,4.35,0.49,n,n,y
L4,19/03/2013,50,0.19,6.86,0.28,4.35,0.49,n,n,y
L4,19/03/2013,0,0.19,7.88,0.32,5.13,0.5,n,y,y
L4,19/03/2013,0,0.19,7.89,0.33,5.11,0.5,n,y,y
L4,19/03/2013,10,0.17,7.05,0.17,4.61,0.51,n,y,y
L4,19/03/2013,10,0.17,7.04,0.17,4.61,0.51,n,y,y
L4,19/03/2013,25,0.19,7.14,0.26,4.47,0.49,n,y,y
L4,19/03/2013,25,0.19,7.13,0.27,4.48,0.49,n,y,y
L4,19/03/2013,50,0.19,6.81,0.31,4.31,0.49,n,y,y
L4,19/03/2013,50,0.19,6.82,0.32,4.31,0.49,n,y,y
L4,25/03/2013,0,0.23,6.84,0.15,3.89,0.5,n,n,y
L4,25/03/2013,0,0.23,6.88,0.15,3.91,0.5,n,n,y
L4,25/03/2013,10,0.22,6.97,0.18,3.92,0.53,n,n,y
L4,25/03/2013,10,0.22,6.97,0.19,3.92,0.52,n,n,y
L4,25/03/2013,25,0.23,6.98,0.19,3.9,0.49,n,n,y
L4,25/03/2013,25,0.23,6.99,0.18,3.88,0.49,n,n,y
L4,25/03/2013,50,0.21,6.62,0.24,3.45,0.49,n,n,y
